"","claim_number","age_of_driver","gender","marital_status","safty_rating","annual_income","high_education_ind","address_change_ind","living_status","zip_code","claim_date","claim_day_of_week","accident_site","past_num_of_claims","witness_present_ind","liab_prct","channel","policy_report_filed_ind","claim_est_payout","age_of_vehicle","vehicle_category","vehicle_price","vehicle_color","vehicle_weight","fraud"
"9126",12964,38,"M",0,81,10.3323436134349,0,1,"Own",15046,"6/7/2015","Sunday","Local",4,0,51,"Broker",1,0,8,"Medium",9.61587214452889,"white",9.32112300992502,0
"12401",23676,44,"F",0,64,10.7105212984733,1,1,"Rent",50002,"3/7/2015","Saturday","Local",4,1,64,"Broker",1,7.99361661872481,5,"Medium",9.98206623405141,"black",9.05020701896206,0
"7909",8941,43,"M",0,86,10.7917902478701,1,1,"Own",50055,"8/23/2016","Tuesday","Parking Lot",8,0,41,"Broker",1,8.68498807854057,1,"Large",9.61587214452889,"white",10.1950224722306,0
"4902",21867,53,"F",0,91,10.9774313949885,1,1,"Own",20139,"1/4/2015","Sunday","Parking Lot",24,0,25,"Broker",1,7.51939951958146,1,"Compact",10.7038038924518,"other",9.15810899088075,0
"4879",8785,50,"M",1,84,10.648847604543,1,1,"Rent",85031,"7/4/2015","Saturday","Local",4,0,95,"Broker",1,8.02863773629598,6,"Compact",10.0889609922199,"silver",9.23618022379687,0
"1145",10120,80,"M",0,78,10.6106855563187,1,1,"Own",85038,"8/20/2015","Thursday","Local",0,0,43,"Online",0,6.92354004153758,1,"Compact",10.0726058395516,"silver",8.64746624995604,0
"7540",22382,44,"F",1,77,11.44646509827,0,0,"Rent",20101,"7/19/2015","Sunday","Highway",0,0,95,"Broker",0,0,6,"Compact",9.61587214452889,"silver",9.88174552689215,0
"6507",27897,27,"F",1,64,10.341677965257,0,1,"Rent",85072,"9/14/2016","Wednesday","Local",0,1,86,"Online",0,0,8,"Medium",10.3940480013721,"blue",9.8903290544784,0
"6053",6045,26,"M",1,73,11.2270817017921,1,0,"Rent",15005,"7/13/2016","Wednesday","Local",7,0,50,"Online",1,0,9,"Large",9.61587214452889,"blue",8.64036448218442,0
"6099",13346,44,"M",1,53,11.2174665645623,0,0,"Own",20116,"8/31/2015","Monday","Highway",9,1,51,"Online",1,6.48322966813523,13,"Compact",10.0904007467393,"black",10.3834503944025,0
"1019",20903,47,"M",1,61,11.4857392459259,1,1,"Own",20160,"2/18/2015","Wednesday","Local",9,1,1,"Phone",1,0,1,"Medium",10.5634236352925,"other",11.0235326972884,0
"12529",27456,59,"M",1,85,10.9361558884657,1,1,"Rent",50039,"1/5/2015","Monday","Highway",0,1,14,"Phone",1,0,1,"Large",9.61587214452889,"gray",10.4763231256385,0
"17720",22663,55,"M",1,91,11.3740311461009,0,1,"Own",85071,"2/26/2015","Thursday","Highway",0,0,100,"Phone",0,0,1,"Medium",10.0336948373895,"silver",10.6516230496857,0
"15779",26589,84,"F",1,80,11.3048182984821,1,0,"Rent",80005,"7/25/2015","Saturday","Local",0,0,2,"Broker",0,8.03471528083235,5,"Medium",9.61587214452889,"other",9.42300256688411,0
"7696",20985,53,"M",1,70,11.5410657859145,1,1,"Own",15034,"3/20/2016","Sunday","Parking Lot",0,0,82,"Phone",1,8.86984947133052,1,"Compact",10.9201873763906,"blue",10.0528194387472,0
"10601",15104,32,"F",1,80,11.6531047115662,0,0,"Rent",50049,"5/16/2016","Monday","Local",4,1,0,"Phone",1,6.12501156461044,14,"Compact",10.0861601443547,"black",8.90871002099806,0
"2851",17931,31,"F",0,75,10.9083933747639,0,1,"Rent",20148,"5/17/2015","Sunday","Parking Lot",0,0,8,"Phone",1,8.3381048022982,1,"Large",9.61587214452889,"silver",9.83152529875825,0
"1577",12334,47,"F",1,87,11.6865005493159,1,1,"Rent",15043,"11/3/2015","Tuesday","Local",2,0,100,"Phone",1,0,1,"Large",11.2436326483716,"blue",9.39261757111968,0
"5826",16124,26,"F",1,64,10.7986567877882,1,1,"Own",80104,"6/3/2016","Friday","Parking Lot",5,0,50,"Online",1,8.75533411778224,20,"Large",10.6815156048784,"black",9.93551179850897,0
"11766",27819,38,"M",1,73,11.6951636849584,1,1,"Rent",80002,"6/22/2016","Wednesday","Highway",0,0,1,"Broker",0,0,17,"Medium",10.6930218975693,"red",9.77526709248077,0
"13638",19204,30,"M",0,86,10.5777831534107,1,0,"Own",15009,"7/4/2015","Saturday","Highway",0,0,8,"Broker",1,7.50872137899637,4,"Compact",9.61587214452889,"gray",10.0449043444574,0
"17044",25732,38,"F",1,62,11.43563396924,1,0,"Own",15009,"3/24/2015","Tuesday","Local",0,1,14,"Phone",0,0,5,"Large",10.707979190051,"white",10.0605682723151,0
"8434",26504,60,"M",1,85,11.6994714197506,1,0,"Rent",85079,"5/7/2015","Thursday","Highway",0,1,100,"Broker",1,7.92445227444898,1,"Large",9.61587214452889,"black",10.3153697192123,0
"10916",27283,29,"F",0,81,11.5677639676739,1,0,"Own",50050,"2/16/2016","Tuesday","Highway",3,0,98,"Online",0,8.71418823083282,3,"Medium",9.61587214452889,"blue",9.74078342647876,0
"10272",27741,25,"F",1,94,11.1320602822303,0,0,"Own",80022,"11/4/2016","Friday","Local",0,0,50,"Online",0,0,5,"Medium",9.61587214452889,"other",10.0651812129931,0
"44",29422,40,"F",1,71,10.7609408146858,1,1,"Rent",80022,"12/15/2016","Thursday","Parking Lot",0,0,93,"Broker",1,6.96525030282925,1,"Compact",9.61587214452889,"silver",10.5674794650611,0
"15309",13670,72,"F",1,81,11.2476178731615,0,1,"Own",85044,"4/19/2016","Tuesday","Parking Lot",0,0,18,"Broker",0,6.64789587473127,1,"Medium",9.61587214452889,"red",10.7268704527954,0
"8023",20635,34,"F",0,51,11.4480668926217,1,1,"Own",80045,"6/11/2016","Saturday","Local",0,0,51,"Broker",1,0,9,"Compact",11.3092052840365,"black",9.99534146496008,0
"13956",22761,38,"M",1,88,10.553570643625,1,0,"Own",80022,"10/24/2015","Saturday","Highway",1,1,18,"Broker",0,0,1,"Large",11.1598165141949,"white",9.26888188822221,0
"15734",2354,31,"F",1,88,11.2279995907122,0,1,"Rent",80004,"5/23/2016","Monday","Local",0,0,23,"Broker",1,7.41815081027162,2,"Compact",10.5263528295799,"black",8.96778020620575,0
"392",21899,35,"M",0,66,11.2805267161417,1,1,"Rent",85054,"5/4/2016","Wednesday","Local",0,0,47,"Broker",0,7.28114475361782,5,"Medium",10.4186659908811,"blue",10.3882991777257,0
"1385",17186,41,"M",0,90,11.5830297186431,0,0,"Own",15025,"9/19/2016","Monday","Local",0,0,51,"Phone",1,0,1,"Large",9.61587214452889,"silver",9.24826568588512,0
"5927",3898,63,"F",1,75,10.9011186113501,1,0,"Own",80003,"12/29/2016","Thursday","Local",0,0,26,"Broker",0,0,1,"Medium",9.61587214452889,"gray",10.3606418585517,0
"14234",26613,63,"M",1,77,11.6699292137799,1,0,"Own",85013,"5/12/2016","Thursday","Local",0,1,77,"Broker",1,9.09818459853904,2,"Large",9.70254592325984,"gray",10.3769415617438,0
"5921",29758,48,"F",0,79,11.3332125028328,1,0,"Rent",80006,"5/24/2015","Sunday","Local",0,0,60,"Phone",0,8.5287758526593,2,"Compact",10.5339322793101,"other",10.004263513615,0
"2517",11669,42,"M",1,68,11.1599436928691,1,1,"Own",80019,"7/6/2015","Monday","Local",19,0,97,"Phone",1,0,1,"Large",10.6997536661688,"red",9.58271571675036,0
"131",21997,39,"F",1,55,11.5877731634589,0,0,"Own",50027,"7/21/2016","Thursday","Highway",1,0,32,"Broker",0,0,4,"Medium",9.61587214452889,"gray",10.0988290253377,0
"15648",6343,61,"F",1,73,11.3477441709939,0,0,"Rent",85065,"1/6/2015","Tuesday","Highway",10,0,13,"Online",1,0,2,"Medium",9.92349570277547,"gray",8.04755135175676,0
"8017",5063,31,"M",1,73,11.2405916694652,1,1,"Own",20109,"1/1/2015","Thursday","Local",0,1,88,"Broker",1,7.53431918264893,2,"Compact",9.61587214452889,"other",10.4079529267283,0
"15184",13077,49,"F",0,79,11.2957267082968,1,0,"Own",15033,"9/27/2016","Tuesday","Local",0,1,1,"Phone",1,0,15,"Large",10.0080048814799,"silver",10.7471627722915,0
"4454",642,47,"M",1,81,11.4726033454916,1,0,"Own",20136,"11/21/2015","Saturday","Local",11,1,90,"Broker",1,9.15482026244138,7,"Large",9.83648912418701,"blue",10.4530863212348,0
"14789",3192,33,"F",0,81,10.7644135550737,1,0,"Own",80011,"1/13/2015","Tuesday","Parking Lot",0,0,8,"Phone",1,7.75819676442684,1,"Compact",10.6131593313991,"blue",9.42198484396922,0
"14668",11183,45,"M",1,95,11.0516357589763,0,0,"Rent",80017,"10/26/2015","Monday","Parking Lot",2,0,35,"Phone",1,0,1,"Compact",10.4111854766098,"other",10.2747034343989,0
"307",28573,35,"M",1,89,11.4426639319296,0,1,"Own",85019,"1/27/2015","Tuesday","Local",5,0,100,"Online",1,0,1,"Medium",10.8616450747192,"gray",10.3089517409772,0
"5786",3599,56,"F",1,77,11.0569351884428,0,1,"Rent",15057,"11/7/2015","Saturday","Parking Lot",0,1,63,"Phone",1,0,1,"Compact",10.441832756247,"silver",9.41010031328219,0
"2884",101,34,"M",1,74,11.4570109830085,0,0,"Own",15025,"5/9/2015","Saturday","Local",8,0,0,"Broker",0,8.0104658249764,5,"Large",10.3633813941222,"white",9.69760019240873,0
"4682",3276,24,"F",0,74,10.9619200015695,1,1,"Rent",20155,"8/13/2015","Thursday","Local",5,1,90,"Online",1,6.74450667156947,2,"Medium",9.61587214452889,"blue",8.85597020086404,0
"15390",23041,44,"F",1,82,11.3389529576625,1,0,"Own",20138,"7/1/2016","Friday","Local",8,0,99,"Broker",1,0,1,"Medium",10.1563247602347,"white",9.59156217085877,0
"8733",7530,71,"M",1,81,10.346601626429,0,0,"Own",80006,"11/15/2016","Tuesday","Parking Lot",3,0,51,"Broker",1,7.05889571829252,4,"Large",10.7735780063759,"black",9.4329473945846,0
"13017",4777,31,"F",1,60,11.4256995195079,1,1,"Own",50023,"5/11/2016","Wednesday","Local",0,0,100,"Phone",1,7.59847451446741,1,"Large",10.8293187192687,"black",9.09570970055699,0
"7819",28458,22,"F",1,94,10.7333921664509,1,1,"Rent",50025,"3/3/2015","Tuesday","Parking Lot",0,1,81,"Online",0,0,1,"Large",9.61587214452889,"red",9.59905124172573,0
"2438",15304,60,"M",0,69,11.147310679462,1,1,"Rent",20103,"3/20/2015","Friday","Parking Lot",0,0,10,"Phone",1,9.0126379335439,1,"Compact",9.61587214452889,"blue",10.7408519890665,0
"7924",26015,40,"M",1,58,11.4456632379111,1,0,"Rent",20142,"9/14/2015","Monday","Highway",1,1,4,"Phone",1,8.95966759493594,1,"Compact",10.5214403902975,"black",10.0852526941432,0
"12060",11906,77,"M",1,75,11.6648479499283,0,1,"Own",50047,"5/7/2015","Thursday","Parking Lot",0,0,77,"Broker",1,8.59368189879812,1,"Compact",10.1452805689357,"silver",10.0237692776441,0
"10606",4713,36,"M",1,56,11.638853021568,1,1,"Own",50037,"3/7/2016","Monday","Local",0,0,94,"Broker",0,0,1,"Large",10.4426335330872,"black",9.18061279884363,0
"7573",4478,62,"M",1,60,11.3137669589065,1,1,"Own",50049,"4/3/2016","Sunday","Local",5,0,4,"Broker",0,0,2,"Medium",9.61587214452889,"other",9.54938110789141,0
"943",13973,63,"F",1,55,11.5649959572612,1,1,"Own",15035,"9/6/2015","Sunday","Local",7,0,3,"Broker",1,6.32779391638128,10,"Medium",9.85588317133264,"white",9.7683050524407,0
"9465",21412,26,"F",0,87,11.5570667445636,1,0,"Rent",85077,"1/7/2016","Thursday","Highway",0,0,51,"Online",1,0,1,"Compact",9.61587214452889,"other",9.78904043065205,0
"11691",28491,38,"F",1,85,10.4368473636067,0,1,"Own",50043,"5/24/2015","Sunday","Local",9,1,100,"Broker",0,0,1,"Medium",10.1482669197201,"gray",10.6292222686055,0
"13538",24298,44,"M",1,65,10.6096496701736,1,1,"Own",85007,"12/4/2015","Friday","Parking Lot",0,0,94,"Broker",0,9.15564762177014,1,"Compact",10.5564190114552,"silver",10.2358883108555,0
"6633",16538,41,"M",0,66,10.498029129342,1,1,"Own",50054,"2/23/2016","Tuesday","Local",0,0,84,"Broker",1,7.47716296938003,3,"Large",10.7756705727018,"other",8.95697171296449,0
"4175",1842,42,"F",0,82,10.6793200997147,0,1,"Own",80025,"12/12/2016","Monday","Local",0,0,80,"Phone",1,8.82104925680282,1,"Compact",10.6386487559427,"gray",10.1958990992472,0
"14455",3385,31,"F",1,88,10.3644504371297,1,0,"Rent",80011,"1/4/2015","Sunday","Local",0,0,0,"Broker",0,8.97093785716603,18,"Compact",9.61587214452889,"blue",10.6507309016842,0
"5086",12187,36,"M",0,53,11.5440073785333,1,1,"Rent",20163,"12/18/2016","Sunday","Highway",0,0,3,"Broker",0,7.16874937442739,10,"Large",10.2631209421201,"gray",9.70815732712207,0
"2304",27730,48,"M",0,69,11.7263257040014,1,1,"Own",15012,"7/23/2015","Thursday","Parking Lot",11,0,8,"Phone",0,9.06497928359808,1,"Large",11.219617841231,"black",10.655247468897,0
"10987",22048,20,"F",1,79,11.4695063508526,1,1,"Rent",85073,"6/19/2016","Sunday","Local",0,0,95,"Online",1,0,1,"Medium",11.4257243466594,"blue",10.2168563127121,0
"11104",29484,28,"F",1,77,11.1714346563565,0,0,"Rent",85075,"10/2/2015","Friday","Parking Lot",4,0,18,"Online",0,0,2,"Compact",9.61587214452889,"other",9.52393359649258,0
"9450",3540,29,"M",0,84,11.6594903020521,1,1,"Rent",20153,"7/25/2016","Monday","Highway",0,0,73,"Online",0,0,7,"Large",11.1216260584614,"red",9.3015635194121,0
"16735",20029,29,"F",1,46,11.5402098379973,1,0,"Rent",85011,"1/5/2015","Monday","Local",0,0,84,"Online",1,0,1,"Compact",10.4721662421208,"blue",9.83068784530746,0
"1279",20991,32,"F",1,94,11.6817395384057,1,0,"Own",50021,"4/9/2016","Saturday","Parking Lot",0,0,0,"Phone",0,0,11,"Compact",10.1941994747258,"red",10.2300353241696,0
"12978",28503,45,"F",1,73,11.4589443511037,1,1,"Own",80046,"12/25/2015","Friday","Parking Lot",0,0,69,"Phone",1,0,7,"Medium",9.63494951053268,"gray",9.89529633744617,0
"4003",29573,28,"F",0,79,11.0425537679959,0,1,"Rent",20121,"8/27/2015","Thursday","Parking Lot",29,0,1,"Online",0,0,5,"Large",9.61587214452889,"red",9.16456402876744,0
"6534",7856,41,"F",0,87,10.3384143707939,1,0,"Own",50049,"1/6/2015","Tuesday","Parking Lot",0,0,0,"Broker",1,8.4100132438177,12,"Compact",9.61587214452889,"silver",10.7688665008172,0
"145",23090,42,"F",1,88,10.8398945879951,0,1,"Own",50039,"10/19/2015","Monday","Local",0,0,0,"Broker",1,8.51191327716846,1,"Compact",10.4641829111142,"red",10.5935311815584,0
"12010",14032,46,"F",1,82,11.6430673697655,1,0,"Own",15009,"4/19/2016","Tuesday","Parking Lot",0,0,65,"Broker",0,8.21389650966545,2,"Medium",10.8663062108769,"other",10.0552104698743,0
"9817",25700,40,"F",1,79,11.1366015962082,1,1,"Own",20107,"8/17/2015","Monday","Local",0,0,97,"Phone",1,0,9,"Compact",11.7105448072154,"gray",10.8198911012462,0
"12505",23286,69,"M",1,62,11.0909193048418,0,1,"Own",85055,"2/5/2015","Thursday","Local",0,1,88,"Phone",1,0,4,"Compact",10.9049583765935,"other",9.99875411593473,0
"13132",4968,53,"F",1,75,11.628216509305,1,0,"Rent",15022,"2/21/2015","Saturday","Parking Lot",0,0,20,"Broker",0,0,4,"Medium",10.2702542435739,"white",8.79818306935302,0
"2012",22204,52,"F",1,31,11.7197526249995,1,1,"Own",50022,"11/16/2015","Monday","Local",3,0,7,"Phone",0,0,14,"Large",9.61587214452889,"blue",9.61883262166453,0
"4220",24089,45,"M",1,56,11.2172112208212,0,1,"Own",50021,"10/5/2015","Monday","Local",18,0,98,"Broker",0,0,1,"Compact",9.61587214452889,"black",9.51206776696991,0
"1392",20850,49,"M",1,90,10.5788016649443,0,1,"Own",20104,"11/4/2016","Friday","Local",0,0,14,"Phone",0,0,1,"Large",9.61587214452889,"white",9.38108988857358,0
"7762",28260,41,"M",1,72,11.1542628326013,1,1,"Rent",85053,"5/11/2015","Monday","Highway",8,0,24,"Phone",0,0,1,"Compact",11.1628081773145,"red",10.0095542390466,0
"11652",8849,44,"F",1,73,11.1285562651568,1,1,"Own",20121,"2/24/2016","Wednesday","Local",17,0,19,"Phone",1,0,1,"Large",9.61587214452889,"white",10.0260912974351,0
"6771",4269,45,"F",1,89,11.6868283506545,1,1,"Own",20136,"7/17/2016","Sunday","Parking Lot",17,0,43,"Broker",1,6.01535195756132,1,"Medium",9.61587214452889,"gray",10.0397115022856,0
"4877",27320,40,"F",1,52,11.0130232957786,1,1,"Own",20148,"8/27/2015","Thursday","Local",0,1,51,"Broker",1,0,1,"Medium",10.8826127306565,"gray",10.0342296349619,0
"11825",26121,47,"M",0,95,11.3142305940583,1,0,"Rent",80021,"8/31/2016","Wednesday","Local",3,0,93,"Phone",1,0,1,"Compact",10.6505301626836,"red",10.3129200501364,0
"12267",4461,59,"M",1,61,11.6793293382918,1,0,"Own",20103,"10/12/2015","Monday","Local",14,1,8,"Broker",0,8.89817433183284,1,"Large",9.61587214452889,"red",9.2059063022024,0
"8173",8072,39,"M",1,60,11.2224260943248,1,1,"Own",85026,"11/8/2016","Tuesday","Parking Lot",4,0,0,"Broker",1,0,1,"Medium",10.126169189188,"blue",10.234598826628,0
"16888",23525,43,"M",1,84,10.9674911430077,0,1,"Own",50054,"2/27/2016","Saturday","Local",3,0,68,"Broker",1,7.09305572780161,1,"Compact",9.61587214452889,"black",9.57464042394741,0
"11726",20444,38,"M",1,65,10.9660235126215,1,1,"Rent",85044,"7/13/2016","Wednesday","Parking Lot",0,0,3,"Broker",0,6.45579586919419,10,"Compact",10.3901609096507,"white",9.40549146304649,0
"2035",28439,51,"F",0,78,11.1438887134756,0,0,"Rent",85021,"3/30/2016","Wednesday","Local",0,1,99,"Phone",1,0,1,"Compact",10.8557054942819,"other",9.39691643135869,0
"12252",24351,47,"F",1,90,11.2710831768485,0,1,"Own",20116,"10/12/2016","Wednesday","Local",0,0,98,"Broker",1,0,5,"Large",9.61587214452889,"gray",10.0593470383795,0
"189",27438,29,"M",1,81,11.4110588385667,0,0,"Rent",50050,"7/26/2016","Tuesday","Parking Lot",7,0,77,"Online",0,8.45603880429894,1,"Compact",10.6057482754176,"red",9.03845069787268,0
"3623",10415,36,"F",1,95,11.5397231773556,1,0,"Rent",20136,"12/15/2016","Thursday","Parking Lot",0,0,0,"Broker",1,0,1,"Compact",9.61587214452889,"gray",10.5913836799164,0
"16744",10489,48,"F",0,52,11.1645020972293,0,1,"Own",20160,"9/4/2016","Sunday","Local",0,0,0,"Phone",0,8.76600293002362,1,"Medium",9.61587214452889,"red",9.94109914241777,0
"14616",16833,61,"M",1,90,11.3844214140597,1,0,"Own",85016,"11/13/2016","Sunday","Parking Lot",0,0,30,"Broker",0,0,2,"Large",10.8118003330952,"red",9.96173482929407,0
"9734",11832,35,"M",0,80,10.611227735399,0,1,"Own",50031,"10/15/2015","Thursday","Parking Lot",0,0,3,"Broker",1,0,1,"Compact",9.61587214452889,"red",9.44660756475449,0
"10398",29585,50,"M",1,92,11.7349644064275,1,1,"Rent",85042,"6/14/2016","Tuesday","Parking Lot",0,0,100,"Broker",0,8.16772932788585,1,"Medium",10.6604834531673,"gray",9.37480244759212,0
"6875",12129,35,"F",1,30,11.6399809339924,1,0,"Rent",85069,"1/7/2015","Wednesday","Local",0,0,8,"Phone",0,0,1,"Medium",9.61587214452889,"other",9.73402530389045,0
"2651",28563,40,"M",1,30,11.2921540978011,1,0,"Own",20104,"6/20/2016","Monday","Parking Lot",11,0,83,"Online",0,8.11398353785711,1,"Compact",11.6247185557699,"other",10.0551362475796,0
"1651",7581,33,"F",1,90,10.6335932740816,1,0,"Own",85029,"5/24/2015","Sunday","Local",7,0,29,"Phone",0,8.11073058597298,1,"Medium",10.7496570929071,"blue",10.4650988293016,0
"7804",20886,56,"F",1,90,10.9944876082021,1,1,"Own",85044,"7/15/2016","Friday","Local",0,0,84,"Broker",1,2.35422832614588,1,"Compact",9.61587214452889,"blue",9.51906886774202,0
"15465",29795,36,"M",1,75,11.3030682579818,1,0,"Own",15022,"10/27/2016","Thursday","Local",0,1,63,"Broker",1,0,1,"Compact",9.61587214452889,"white",10.6143858727258,0
"7485",22151,55,"F",1,86,10.9809272759714,1,0,"Own",80109,"9/29/2015","Tuesday","Highway",0,0,83,"Broker",0,7.50576176537426,5,"Large",9.61587214452889,"blue",9.22874799042531,0
"3432",8303,43,"M",1,65,11.1244502084817,1,0,"Own",50003,"12/1/2015","Tuesday","Parking Lot",1,0,97,"Broker",1,7.48558700190935,1,"Compact",10.4806599256597,"black",9.69460975167393,0
"14276",14890,45,"M",0,86,11.3377860547045,1,0,"Own",15012,"3/15/2016","Tuesday","Local",0,0,85,"Phone",0,9.697715366571,1,"Compact",10.2574502508133,"gray",10.4220729397124,0
"10713",13744,36,"F",0,45,11.5545567319412,0,1,"Own",85051,"11/15/2016","Tuesday","Local",0,1,74,"Online",1,0,6,"Compact",10.7873747994992,"red",10.2369377617145,0
"14411",29335,59,"M",0,61,11.3551482170873,1,0,"Rent",80027,"12/26/2016","Monday","Highway",10,1,99,"Phone",1,0,13,"Medium",10.5554937768505,"black",9.36534290601545,0
"14473",5018,23,"M",0,94,11.0445844528104,0,0,"Rent",85024,"8/8/2016","Monday","Highway",3,0,0,"Online",0,6.83731135522787,1,"Medium",9.61587214452889,"black",9.10541350439055,0
"11621",22674,41,"M",1,31,11.1799391454738,1,0,"Own",15022,"2/15/2016","Monday","Parking Lot",0,0,29,"Broker",0,8.70208477619061,1,"Medium",11.0420263697457,"other",10.0358412537042,0
"8223",17953,38,"F",0,94,10.6236660721471,1,1,"Own",85026,"2/26/2015","Thursday","Local",0,1,100,"Broker",1,7.92572495784918,8,"Medium",9.61587214452889,"white",9.2690712526197,0
"9999",21638,66,"F",1,92,11.6390998611412,0,1,"Own",15012,"6/14/2016","Tuesday","Local",0,1,38,"Broker",1,4.88544992867311,7,"Compact",10.1508201102087,"silver",9.76578206964794,0
"13501",29205,39,"M",1,85,11.5740958202,1,0,"Rent",80046,"12/19/2016","Monday","Local",0,1,26,"Broker",0,8.5289063240566,1,"Medium",9.61587214452889,"black",10.2385981260862,0
"6775",25867,39,"M",1,98,10.5262659154292,1,1,"Rent",85077,"3/5/2016","Saturday","Parking Lot",0,0,50,"Broker",1,8.05665185315951,1,"Medium",10.1157344256318,"silver",10.6903315571416,0
"15709",25092,50,"M",1,93,10.6585996328093,1,0,"Own",50048,"10/20/2015","Tuesday","Local",4,0,5,"Phone",1,8.37498656323034,1,"Large",10.240057601676,"red",10.0289320785453,0
"11904",19728,48,"M",1,88,11.362230474033,1,1,"Own",80007,"5/22/2016","Sunday","Parking Lot",0,0,82,"Broker",1,0,9,"Compact",9.92058797291878,"other",9.26520641389375,0
"1190",11481,31,"M",0,67,11.7083606609096,0,0,"Own",20111,"6/2/2016","Thursday","Parking Lot",0,1,28,"Broker",1,7.96257240765058,1,"Large",10.39815537717,"black",8.91093629272917,0
"5752",25378,36,"M",1,87,11.2583299455062,1,0,"Own",20134,"4/21/2016","Thursday","Parking Lot",0,0,48,"Phone",0,0,1,"Compact",10.6903440069009,"red",9.57994706672728,0
"14487",2098,62,"M",1,85,11.7265922532803,1,0,"Own",20122,"8/2/2015","Sunday","Parking Lot",0,0,4,"Broker",0,7.30940645662832,1,"Medium",11.2389721052307,"blue",9.7203315392802,0
"14229",8439,36,"F",0,63,11.5747822685153,0,1,"Own",50005,"6/22/2015","Monday","Highway",0,0,52,"Broker",0,7.17680483928592,1,"Large",9.61587214452889,"black",10.3850126805506,0
"12873",2764,53,"F",1,80,11.700715376356,1,1,"Own",85071,"2/8/2016","Monday","Parking Lot",0,0,54,"Broker",1,7.87133027982974,1,"Medium",10.6605511451383,"gray",10.1324955793493,0
"14725",24936,46,"F",1,69,10.9583220938583,1,1,"Rent",85017,"12/14/2015","Monday","Highway",12,0,37,"Phone",1,0,9,"Large",9.61587214452889,"red",10.2591013124682,0
"10808",27215,42,"M",1,40,11.4909865574515,1,1,"Own",50013,"5/17/2016","Tuesday","Local",0,1,96,"Broker",1,6.35950466212541,8,"Compact",9.68387149004053,"silver",9.48541503750762,0
"14190",18100,48,"F",1,20,11.3562248702047,0,1,"Rent",20103,"9/8/2015","Tuesday","Highway",17,0,35,"Broker",0,5.48038889208678,1,"Medium",11.1019799541222,"white",9.79379241931602,0
"15917",27992,44,"M",1,80,11.5836075755558,1,0,"Rent",50001,"11/26/2016","Saturday","Local",0,0,5,"Broker",0,7.62275690199376,1,"Medium",9.61587214452889,"white",10.5278564191257,0
"11846",12630,36,"F",1,89,11.6694846705407,1,0,"Own",80022,"8/4/2016","Thursday","Highway",0,0,77,"Phone",1,0,1,"Large",11.0440549540172,"blue",9.56105030908276,0
"7326",17811,38,"M",1,73,10.9724650360745,1,0,"Rent",85028,"3/3/2015","Tuesday","Parking Lot",9,0,50,"Broker",0,7.98420716298023,1,"Compact",9.61587214452889,"blue",9.18501697115574,0
"5406",7624,53,"M",1,80,10.8436119916617,0,1,"Own",20151,"11/26/2016","Saturday","Local",0,0,100,"Broker",1,0,1,"Compact",10.809037722507,"red",10.1041791893699,0
"11010",13030,27,"M",0,60,10.3259081012937,1,0,"Rent",50021,"5/3/2016","Tuesday","Local",0,0,99,"Online",1,9.11614616923775,9,"Compact",9.61587214452889,"silver",10.536045846938,0
"12339",16755,40,"F",1,81,10.6762311873672,1,1,"Rent",15005,"7/11/2016","Monday","Highway",7,0,79,"Broker",0,0,2,"Compact",11.1212729786531,"white",9.6277746766066,0
"9809",3660,22,"F",1,54,11.1935187799353,0,0,"Own",80015,"10/29/2015","Thursday","Local",0,0,99,"Online",0,0,1,"Compact",10.4298223556314,"blue",10.0764068681317,0
"8142",23895,29,"M",0,75,11.4165246906839,0,1,"Rent",50008,"6/24/2016","Friday","Parking Lot",11,0,52,"Online",1,0,1,"Large",9.61587214452889,"gray",10.4847323677909,0
"6658",29270,37,"M",1,78,11.4543000933207,1,1,"Rent",85074,"1/30/2016","Saturday","Parking Lot",0,0,34,"Phone",1,0,5,"Compact",9.99125772278087,"silver",10.2391273534932,0
"3253",9369,55,"M",1,86,11.5371887171059,1,1,"Own",15050,"5/28/2015","Thursday","Local",11,0,6,"Phone",1,7.00433737682838,1,"Medium",10.016282557773,"silver",10.1949400268312,0
"3010",10669,42,"F",1,48,10.3654275075723,1,0,"Own",80020,"9/4/2016","Sunday","Parking Lot",8,0,78,"Broker",1,9.0924010741115,3,"Compact",11.1943959770169,"black",8.24993596362365,0
"13324",1402,42,"F",1,82,11.7356849425376,1,1,"Rent",80003,"7/11/2015","Saturday","Parking Lot",2,1,89,"Broker",1,0,1,"Large",9.61587214452889,"gray",10.5605902313387,0
"2760",27601,43,"F",1,84,11.3264633478754,0,0,"Own",80040,"10/15/2015","Thursday","Local",1,0,8,"Broker",1,6.94814838154138,1,"Medium",9.76762387412444,"gray",10.7208364950273,0
"5932",415,51,"M",1,89,10.5761258564645,1,1,"Rent",20151,"4/14/2016","Thursday","Highway",4,1,86,"Broker",1,0,3,"Large",9.61587214452889,"red",9.47313118084529,0
"2396",15018,77,"F",1,66,10.7512210323131,1,0,"Own",15022,"6/24/2016","Friday","Local",0,0,81,"Broker",0,6.74246781474396,1,"Medium",10.4418733096959,"blue",9.34919111324672,0
"7066",21929,33,"M",0,68,11.4979133448497,0,0,"Own",85002,"3/5/2015","Thursday","Local",12,0,83,"Phone",1,6.74152358333713,10,"Large",11.0182808812316,"silver",9.80781726680144,0
